HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p3_HNSCC5_P3_D10	HNSCC5_p3_HNSCC5_P3_F07	HNSCC5_p3_HNSCC5_P3_H01	HNSCC5_p3_HNSCC5_P3_C11	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p3_HNSCC5_P3_A04	HNSCC5_p9_HNSCC5_P9_B10	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B11	HNSCC5_p9_HNSCC5_P9_H03	HNSCC5_p9_HNSCC5_P9_H10	HNSCC5_p9_HNSCC5_P9_B06	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_A06	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p9_HNSCC5_P9_G07	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p9_HNSCC5_P9_G11	HNSCC5_p9_HNSCC5_P9_G09	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p9_HNSCC5_P9_E09	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p9_HNSCC5_P9_E10	HNSCC5_p9_HNSCC5_P9_F10	HNSCC5_p9_HNSCC5_P9_A08	HNSCC5_p9_HNSCC5_P9_G02	HNSCC5_p9_HNSCC5_P9_F12	HNSCC5_p9_HNSCC5_P9_A09	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p9_HNSCC5_P9_D05	HNSCC5_p9_HNSCC5_P9_F09	HNSCC5_p9_HNSCC5_P9_C12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p9_HNSCC5_P9_C03	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p14_HNSCC5_P14_LN_F03	HNSCC5_p14_HNSCC5_P14_LN_A09	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p14_HNSCC5_P14_LN_E08	HNSCC5_p14_HNSCC5_P14_LN_H11	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_G06	HNSCC5_p14_HNSCC5_P14_LN_D01	HNSCC5_p14_HNSCC5_P14_LN_C01	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p14_HNSCC5_P14_LN_C09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p14_HNSCC5_P14_LN_B06	HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p14_HNSCC5_P14_LN_F05	HNSCC5_p14_HNSCC5_P14_LN_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p5_P5_H06	HNSCC5_p5_P5_B05	HNSCC5_p5_P5_E11	HNSCC5_p5_P5_F11	HNSCC5_p5_P5_E04	HNSCC5_p5_P5_E05	HNSCC5_p5_P5_E03	HNSCC5_p5_P5_E12	HNSCC5_p5_P5_A08	HNSCC5_p5_P5_D05	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_G02	HNSCC5_p7_HNSCC5_P7_A12	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p7_HNSCC5_P7_G07	HNSCC5_p7_HNSCC5_P7_F12	HNSCC5_p7_HNSCC5_P7_C07	HNSCC5_p7_HNSCC5_P7_C12	HNSCC5_p7_HNSCC5_P7_G04	HNSCC5_p7_HNSCC5_P7_E07	HNSCC5_p7_HNSCC5_P7_G05	HNSCC5_p13_P13_A05	HNSCC5_p13_P13_H07	HNSCC5_p13_P13_E03	HNSCC5_p13_P13_C07	HNSCC5_p13_P13_G05	HNSCC5_p13_P13_D03	HNSCC5_p13_P13_C06	HNSCC5_p13_P13_B05	HNSCC5_p13_P13_A10	HNSCC5_p13_P13_G04	HNSCC5_p13_P13_D11	HNSCC5_p13_P13_A08	HNSCC5_p13_P13_C09	HNSCC5_p13_P13_G08	HNSCC5_p13_P13_F10	HNSCC5_p13_P13_H01	HNSCC5_p13_P13_D01	HNSCC5_p13_P13_F04	HNSCC5_p13_P13_H11	HNSCC5_p13_P13_D08	HNSCC5_p13_P13_H09	HNSCC5_p13_P13_B12	HNSCC5_p13_P13_H08	HNSCC5_p13_P13_C11	HNSCC5_p15_HNSCC5_P15_D03	HNSCC5_p15_HNSCC5_P15_B12	HNSCC5_p15_HNSCC5_P15_B10	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p15_HNSCC5_P15_F03	HNSCC5_p15_HNSCC5_P15_A01	HNSCC5_p15_HNSCC5_P15_E03	HNSCC5_p15_HNSCC5_P15_B07	HNSCC5_p15_HNSCC5_P15_B05	HNSCC5_p15_HNSCC5_P15_B08	HNSCC5_p15_HNSCC5_P15_D08	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p15_HNSCC5_P15_A11	HNSCC5_p15_HNSCC5_P15_A09	HNSCC5_p15_HNSCC5_P15_B03	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p15_HNSCC5_P15_G03	HNSCC5_p15_HNSCC5_P15_A04	HNSCC5_p15_HNSCC5_P15_E07
AGTRAP	1	1.26916082928985	1	1	0.158563141622407	0.728273615568866	1	1	1	1.4105789193325	1	1	1	1	0.720090354493895	1	1	1	1	0.719806624270483	1	1	0.702982924555948	0.479749971600024	1	1	1	1	1	1	0.471680059200653	1	1	1	1	1	1	1	1.50606153198873	1	0.616285051660904	1	1	0.737481896059599	1	1	0.652238611559116	1	1.45578901316524	1	1	1	1	0.489904931692977	1	1	0.607673374381088	1	0.597599582862694	0.690022451842376	1	1	1	1	1	1.30848120622961	1	1	1	1	1	1	0.746626123486972	0.640604212778	1	1.28561879306812	1	1	1	1	1	1	1	1.37907867669482	1	1	1	0.617162253591544	1	1.32589821561386	1	1	0.683307357319139	1	1	0.558488440387094	1	1.30508141799182	1	1	1	1	0.632055844541084	0.303523696698288	1.28430426919726	1	0.677084047660188	0.610849758245947	1	1	1.25055746617263	0.733205979211155	1	1	1	1.57308956677611	1	0.558112809129525	0.671586147463258	1	0.714571251510638	1	1	1	1	0.58305753094427	1	1	1	1	1	1
PLOD1	1	1.26305303736231	1	1	0.164266883222908	0.73063900134814	1	1	1	1.40139090002379	1	1	1	1	0.722278381236349	1	1	1	1	0.711899445966536	1	1	0.691445340381474	0.475284360089812	1	1	1	1	1	1	0.473895180235276	1	1	1	1	1	1	1	1.4988124260344	1	0.617391278299655	1	1	0.733401497889357	1	1	0.651719281365984	1	1.44810240595158	1	1	1	1	0.48537619236537	1	1	0.612035443695972	1	0.60436174052831	0.689562825286852	1	1	1	1	1	1.29897382457461	1	1	1	1	1	1	0.741300865365182	0.650342839667036	1	1.28095195700546	1	1	1	1	1	1	1	1.37218403146718	1	1	1	0.621699912877135	1	1.31603786460143	1	1	0.692942274156278	1	1	0.563632492946109	1	1.29453020043822	1	1	1	1	0.648427851729932	0.310412779643617	1.29476708655328	1	0.677856204707045	0.613690767092608	1	1	1.23557280732095	0.728015246689945	1	1	1	1.56264821915234	1	0.549691711124238	0.674200000395827	1	0.708785748412022	1	1	1	1	0.583915104994297	1	1	1	1	1	1
MFN2	1	1.25644821420555	1	1	0.171281024833033	0.730900709402571	1	1	1	1.39094747574064	1	1	1	1	0.726440457465782	1	1	1	1	0.702165829932325	1	1	0.682052373717511	0.469251615696324	1	1	1	1	1	1	0.475109166329026	1	1	1	1	1	1	1	1.49003767408924	1	0.616863131989657	1	1	0.730832754513674	1	1	0.652645282178691	1	1.43895557806784	1	1	1	1	0.479234543890262	1	1	0.617783137557184	1	0.612570730032014	0.690792495333101	1	1	1	1	1	1.28828989776746	1	1	1	1	1	1	0.738342094652361	0.661357494904722	1	1.27507860426078	1	1	1	1	1	1	1	1.36417119191739	1	1	1	0.627903226685816	1	1.30473212150303	1	1	0.701295840029729	1	1	0.570395351438043	1	1.28641992607396	1	1	1	1	0.665976943393212	0.318754444730813	1.3031772732473	1	0.680449304625712	0.618214248749775	1	1	1	0.721883571448332	1	1	1	1.55134425161567	1	0.540573662309052	0.675385677281767	1	0.701711347966593	1	1	1	1	0.586779229613675	1	1	1	1	1	1
MIIP	1	1.24907130266975	1	1	0.175694276807645	0.731231904315908	1	1	1	1.3831184665177	1	1	1	1	0.728375059280602	1	1	1	1	0.694276235499484	1	1	0.669771096274912	0.461997264684064	1	1	1	1	1	1	0.476711183219089	1	1	1	1	1	1	1	1.47810640444333	1	0.618007693537933	1	1	0.728178026150836	1	1	0.653447400449925	1	1.42719283603235	1	1	1	1	0.475232503261259	1	1	0.619762655321603	1	0.622282303097815	0.690302806757112	1	1	1	1	1	1.27484084565098	1	1	1	1	1	1	0.733462099480704	0.672097943576611	1	1.26705368509256	1	1	1	1	1	1	1	1.35343055062346	1	1	1	0.634705434553272	1	1.29438060637593	1	1	0.708135006437764	1	1	0.578258589543357	1	1.27524139509812	1	1	1	1	0.682212662766401	0.328791023297132	1.30796958580139	1	0.683408613744543	0.624663138456185	1	1	1	0.713646365379261	1	1	1	1.53736428232772	1	0.532170787510553	0.673857923098898	1	0.69171761964815	1	1	1	1	0.586504660471379	1	1	1	1	1	1
TNFRSF1B	1	1.24051050324308	1	1	0.181907340829684	0.731875410395399	1	1	1	1.37289774662582	1	1	1	1	0.730966536824378	1	1	1	1	0.68690293293387	1	1	0.654701735206071	0.456155286881227	1	1	1	1	1	1	0.4796074182811	1	1	1	1	1	1	1	1.46336107688353	1	0.619615596787431	1	1	0.725680166806215	1	1	0.654370536711026	1	1.41404673175597	1	1	1	1	0.473426278391101	1	1	0.62348147415891	1	0.632126957640267	0.691996345550157	1	1	1	1	1	1.25967291631803	1	1	1	1	1	1	0.727622228959892	0.682825264716498	1	1.25823577640303	1	1	1	1	1	1	1	1.34197793572173	1	1	1	0.638727927564482	1	1.28689503953517	1	1	0.716573469123679	1	1	0.588187809484725	1	1.2651003548939	1	1	1	1	0.694745441085979	0.339030103677759	1.31138746487644	1	0.686844115770021	0.63145329373504	1	1	1	0.70762954163187	1	1	1	1.52657319926246	1	0.523637424037145	0.671519778147698	1	0.684200485708495	1	1	1	1	0.585373058121225	1	1	1	1	1	1
DHRS3	1	1	0.748434587997554	1	0.188821462428158	0.733453787941749	1	1	1	1.36645559766401	1	1	1	1	0.734832737525263	1	1	1	1	0.680317756291432	1	0.751844377024219	0.641091796082354	0.453331786299914	1	1	1	1	1	1	0.485432544976057	1	1	1	1	1	1	1	1.4517413658657	1	0.624070535072536	1	1	0.723960220518979	1	1	0.656307050935387	1	1.40444664901822	1	1	1	1	0.47454320987316	1	1	0.62793306401253	1	0.644515294544177	0.69612330981959	1	1	0.751551118509323	1	1	1.24608096294238	1	1	1	1	1	1	0.725226562329053	0.69417800318163	0.748093093448882	1.25268432678176	1	1	1	1	1	1	1	1.33259087247641	1	1	1	0.645539729267804	1	1.28099845575378	1	1	0.725853016737325	1	1	0.600793063156952	1	1.25660617272157	1	1	1	1	0.70788100053675	0.350068953100192	1.31516866003359	1	0.691374242964756	0.638763616268851	1	1	1	0.704996318171814	1	1	1	1.5176255757932	1	0.51693763073811	0.672200182197212	1	0.67797511889434	1	1	1	1	0.586477074649886	1	1	1	1	1	1
PDPN	1	1	0.737101181535878	1	0.197910189813507	0.73396130783692	1	1	1	1.35956918541628	1	1	1	1	0.737582631120594	1	1	1	1	0.674745243108493	1	0.742018354645462	0.630130528260826	0.453175996881052	1	1	1	1	1	1	0.490667880847639	1	1	1	1	1	1	1	1.44355189920335	1	0.631154519487496	1	1	0.719310492457701	1	1	0.657024702287032	1	1.39417869363524	1	1	1	1	0.476848782922631	1	1	0.629410350709933	1	0.655336866607881	0.699223609497452	1	1	0.738082886220956	1	1	1	1	1	1	1	1	1	0.720879654463253	0.702415352686287	0.736125896835265	1.24656940230021	1	1	1	1	1	1	1	1.32258418339792	1	1	1	0.649614400281121	1	1.27456703787916	1	1	0.732685354663151	1	1	0.612361654250311	1	1.24741893845658	1	1	1	1	0.718143818692179	0.358384115680421	1.32184692558949	1	0.693309982656355	0.645095148475604	1	1	1	0.701386762775695	1	1	1	1.50755045762857	1	0.510782701404911	0.671921696527042	1	0.670992318475741	1	1	1	1	0.586869617807225	1	1	1	1	1	1
FBLIM1	1	1	0.724576118724829	1	0.203462623400605	0.732546538919076	1	1	1	1.35146653997623	1	1	1	1	0.738744981685948	1	1	1	1	0.66741138483136	1	0.734271415324218	0.621206609121883	0.451494917587035	1	1	1	1	1	1	0.49433484420235	1	1	1	1	1	1	1	1.43394568520932	1	0.636294015075438	1.23795378973895	1	0.716171198178226	1	1	0.657428285498927	1	1.38635190880317	1	1	1	1	0.47755318058071	1	1	0.630121590449147	1	0.66764354321027	0.702206631608898	1	1	0.723358322337085	1	1	1	1	1	1	1	1	1	0.718831122549613	0.70848563974787	0.726523421930992	1.23927298025634	1	1	1	1	1	1	1	1.31158656971001	1	1	1	0.651785446126858	1	1.27041542303609	1	1	0.738611615556581	1	1	0.625549295111234	1	1.23687648618824	1	1	1	1	0.729776617422379	0.368211720558545	1.32484078176215	1	0.697070486822372	0.653111334612583	1	1	1	0.700008093838207	1	1	1	1.49618992804155	1	0.504071442076767	0.670385121865871	1	0.66447758949263	1	1	1	1	0.589153818821629	1	1	1	1	1	1
SZRD1	1	1	0.713014675483479	1	0.211311276041986	0.732567908489009	1	1	1	1.34619289673736	1	1	1	1	0.740027631442167	1	1	1	1	0.659877388134489	1	0.728739541364708	0.614027574232714	0.449791257124453	1	1	1	1	1	1	0.498691449625225	1	1	1	1	1	1	1	1.42459138369845	1	0.641197046228567	1.24537037296382	1	0.715185529697723	1	1	0.659815432080371	1	1.37879112043594	1	1	1	1	0.47883677325554	1	1	0.630790697342556	1	0.680572276812805	0.704908257271421	1	1	0.710086840025688	1	1	1	1	1	1	1	1	1	0.71898125270998	0.71751275469489	0.717270631731923	1	1	1	1	1	1	1	1	1.30143186718241	1	1	1	0.653975159214156	1	1.26790693120236	1	1	0.745764424381959	1	1	0.636639425855566	1	1	1	1	1	1	0.74432711131989	0.379084806306398	1.32769590408172	1	0.704169772448303	0.662464985299596	1	1	1	0.698826186780063	1	1	1	1.48522453463015	1	0.497955087562364	0.670200587676339	1	0.658563015364247	1	1	1	1	0.589737856502982	1	1	1	1	1	0.75089423127084
NECAP2	1	1	0.700137425256231	1	0.219467121995529	0.731277669970298	1	1	1	1.33864343147807	1	1	1	1	0.739882246419132	1	1	1	1	0.653137825957709	1	0.722323052340506	0.604300078348805	0.445766168633072	1	1	1	1	1	1	0.502012752126445	1	1	1	1	1	1	1	1.41449040743853	1	0.6435244428107	1.25047075263936	1	0.714628924905742	1	1	0.662738108326642	1	1.36893913904341	1	1	1	1	0.478097193693169	1	1	0.633468795174072	1	0.695599078872419	0.706361151626615	1	1	0.695288638061227	1	1	1	1	1	1	1	1	1	0.718470200268382	0.723257253706859	0.707658499467788	1	1	1	1	1	1	1	1	1.28951073616443	1	1	1	0.658142225885134	1	1.26340793886102	1	1	1	1	1	0.645591694391216	1	1	1	1	1	1	1	0.387056389250694	1.33237498843449	1	0.708420094953928	0.674088900689616	1	1	1	0.696850658119277	1	1	1	1.47354224730082	1	0.491377533637434	0.669112855143897	1	0.65506948767094	1	1	1	1	0.592361185779791	1	1	1	1	1	0.745499256750725
MFAP2	1	1	0.686703458858487	1	0.228171788891377	0.732495752424012	1	1	1	1.3297951592926	1	1	1	1	0.740840464369309	1	1	1	1	0.647843180245776	1	0.718736391621472	0.595649704907675	0.444343634587494	1	1	1	1	1	1	0.504413120217687	1	1	1	1	1	1	1	1.40429072507334	1	0.646731380337914	1.25297348517491	1	0.714614183143422	1	1	0.666192681721899	1	1.358713189499	1	1	1	1	0.48001077949264	1	1	0.6332627211311	1	0.711231273145772	0.708818329290347	1	1	0.683579483882386	1	1	1	1	1	1	1	1	1	0.718052510852465	0.729535582036877	0.697927009161966	1	1	1	1	1	1	1	1	1.27754581685828	1	1	1	0.660306226887814	1	1.25837075075189	1	1	1	1	1	0.657063192796753	1	1	1	1	1	1	1	0.394212119570224	1.33621367837935	1	0.711436991609503	0.683188822613487	1	1	1	0.694414323432093	1	1	1	1.46186132369321	1	0.485599144640347	0.668086324839067	1	0.653128113378591	1	1	0.751872546174771	1	0.597785612881929	1	1	1	1	1	0.740763936534789
SDHB	1	1	0.670815697536847	1	0.233860327602731	0.734032862411504	1	1	1	1.31840861258089	1	1	1	1	0.738982000016983	1	1	1	1	0.639534385657322	1	0.714038284790502	0.585945709832312	0.440216222595675	1	1	1	1	1	1	0.505763268605677	1	1	1	1	1	1	1	1.39318471828186	1	0.65213168738115	1.25249853570194	1	0.714728090860158	1	1	0.669774277270181	1	1.34763057786398	1	1	1	1	0.479136483000498	1	1	0.62981790946111	1	0.727077635810489	0.71163741183526	1	1	0.674478136752483	1	1	1	1	1	1	1	1	1	0.716862554956815	0.734871850834587	0.687635283248166	1	1	1	1	1	1	1	1	1.26451713455743	0.743853451657059	1	1	0.663747873904901	1	1.25057392060305	1	1	1	1	1	0.66821318509293	1	1	1	1	1	1	1	0.3983960746469	1.33723038358167	1	0.711483559430713	0.690951292734599	1	1	1	0.691118750988947	1	1	1	1.44753104708462	1	0.480625085534549	0.666276456504532	1	0.648566217693318	1	1	0.749776848640089	1	0.602180358827284	1	1	1	1	1	0.734502471694288
UBR4	1	1	0.654841282065511	1	0.240329162438503	0.733030491262522	1	1	1	1.30698397588866	1	1	1	1	0.736710549892867	1	1	1	1	0.632287220543993	1	0.712327418903898	0.577496564776255	0.435665689367959	1	1	1	1	1	1	0.506678022081358	1	1	1	1	1	1	1	1.38550849162543	1	0.656887783155921	1.24973195570756	1	0.712123070427782	1	1	0.672380893598918	1	1.33634829373842	1	1	1	1	0.481101725580939	1	1	0.628916440658538	1	0.742038061979569	0.717172714063052	1	1	0.665102180851859	1	1	1	1	1	1	1	1	1	0.715472019921881	0.737491720069607	0.677168595958101	1	1	1	1	1	1	1	1	1.25162759927606	0.730250218388412	1	1	0.666767456555802	1	1.24070078512091	1	1	1	1	1	0.67865098874953	1	1	1	1	1	1	1	0.401422526003726	1.33950586252988	1	0.709222374363553	0.698018638515479	1	1	1	0.687591980028527	1	1	1	1.43125356518654	1	0.477032077535207	0.664212897743549	1	0.643747691719643	1	1	0.747464300093598	1	0.606172548690288	1	1	1	1	1	0.728205368017096
MRTO4	1	1	0.640686380344783	1	0.244531085478459	0.732560977167962	1	1	1	1.29506775761003	1	1	1	1	0.735337653334946	1	1	1	1	0.627360045536593	1	0.713137614419545	0.571248387507069	0.43193409683436	1	1	1	1	1	1	0.510088236106829	1	1	1	1	1	1	1	1.37677322528126	1	0.662913686136744	1.24784289104508	1	0.709862466029959	1	1	0.675321927266928	1	1.32803831528263	1	1	1	1	0.48302234150351	1	1	0.628404355133137	1	1	0.724659174721372	1	1	0.656575799515593	1	1	1	1	1	1	1	1	1	0.714104906683527	0.740473297917771	0.666623714601089	1	1	1	1	1	1	1	1	1.2399017002571	0.718736472379748	0.749768116826796	1	0.669008261677802	1	1	1	1	1	1	1	0.688572023141328	1	1	1	1	1	1	1	0.406632248716563	1.33894895030291	1	0.7044321187819	0.704115293246965	1	1	1	0.683582338240959	1	1	1	1.41516587812511	1	0.473173090683729	0.662332766888696	1	0.636672785094519	1	1	0.743511920507407	1	0.610132749513943	1	1	1	1	1	0.722225396899417
AKR7A2	1	1	0.627182291015761	1	0.248687222534658	0.728670445649904	1	1	1	1.28034631550636	1	1	1	1	0.730902109605309	1	1	1	1	0.622533339538494	1	0.712887754225728	0.565295136510296	0.428535776528806	1	1	1	1	1	1	0.51095212260771	1	1	1	1	1	1	1	1.36496296307645	1	0.665692817250956	1.24630605189991	1	0.707445550987559	1	1	0.678106230195762	1	1.31671341331055	1	1	1	1	0.482510968632598	1	1	0.627789446610218	1	1	0.732094263698846	1	1	0.645670630110315	1	1	1	1	1	1	1	1	1	0.709969500985108	0.743319704498753	0.654014106340698	1	1	1	1	1	1	1	1	1	0.704404095744719	0.745662620812576	1	0.66824763758899	1	1	1	1	1	1	1	0.698617099968397	1	1	1	1	1	1	1	0.411910791414726	1.3386920481702	1	0.699912045453355	0.710531953300871	1	1	1	0.680141996471544	1	1	1	1.39720392469892	1	0.467280351681678	0.661101910857848	1	0.628101012886068	1	1	0.73948877559914	1	0.614496754743057	1	1	1	1	1	0.714293347798721
CAPZB	1	1	0.613319758403752	1	0.253017709899983	0.726785833007874	1	1	1	1.2648004098495	1	1	1	1	0.725090062081076	1	1	1	1	0.619717221452963	1	0.714871104156945	0.561523589339868	0.425796368407259	1	1	1	1	1	1	0.51345695093105	1	1	1	1	1	1	1	1.35508700065987	1	0.668892640019011	1.24631928996163	1	0.705104235095073	1	1	0.680970407530831	1	1.30718461024434	1	1	1	1	0.484136430994486	1	1	0.628815515123035	1	1	0.736369545427156	1	1	0.635503412470055	1	1	1	1	1	1	1	0.751036213244013	1	0.705578942003657	0.746270020436565	0.643238640085139	1	1	1	1	1	1	1	1	1	0.687519144668752	0.739869886930764	1	0.667890619965078	1	1	1	1	1	1	1	0.70611486676535	1	1	1	1	1	1	1	0.415856904641932	1.34078158499045	1	0.692982849128685	0.715610396654829	1	1	1	0.675916409961656	1	1	1	1.38205278051016	1	0.46354003436203	0.659479223936421	1	0.618400228701094	1	1	0.735872642519111	1	0.618527334758695	1	1	1	1	1	0.705863914134508
MINOS1	1	1	0.600346053279745	1	0.255997375886126	0.726936773573676	1	1	1	1.25033032032928	1	1	1	1	0.723401017952671	1	1	1	1	0.61893823970385	1	0.717411743197828	0.558290166524599	0.423643726030225	1	1	1	1	1	1	0.51492836940428	1	1	1	1	1	1	1	1.34605548919238	1	0.672565578384675	1.24519044017822	1	0.706303269603389	1	1	0.683969189402097	1	1.29853092284093	1	1	1	1	0.486123122473835	1	1	0.628705262249106	1	1	0.739282973845104	1	1	0.62610336684254	1	1	1	1	0.740725070997191	1	1	0.748201350581887	1	0.702087450260812	0.751100844727905	0.633318851586847	1	1	1	1	1	1	1	0.751994119101011	1	0.671737314049958	0.734978738406771	1	0.666287737935526	1	1	1	1	1	1	1	0.714050511596982	1	1	1	1	1	1	1	0.420159145050891	1.34525557815408	1	0.685940785486276	0.721203903279697	1	1	1	0.672531355677215	1	1	1	1.36789607075742	1	0.460529308141471	0.658513096780783	1	0.609530526178429	1	1	0.732862984653168	1	0.622293640607621	1	1	1	1	1	0.698569524551564
MUL1	1	1	0.588651277696	1	0.260455951765483	0.728747312102866	1	1	1	1.23509086839849	1	1	1	1	0.721844721174464	1	1	1	1	0.61646728017208	1	0.718441237645749	0.555236736606343	0.42172897748182	1	1	1	1	1	1	0.516571735484127	1	1	1	1	1	1	1	1.33665809079876	1	0.674660819392846	1.24255656431816	1	0.705543516444688	1	1	0.686748001452162	1	1.2885763926252	1	1	1	1	0.488309076475962	1	1	0.630098473963945	1	1	0.740486517111602	1	1	0.618775758293989	1	1	1	0.739505281372624	0.727215738631853	1	1	0.746394529084764	1	0.699431315830344	1	0.624900877801773	1	1	1	1	1	1	1	0.744063613722319	1	0.657054147818266	0.730939096039809	1	0.663192136038764	1	1	1	1	1	1	1	0.721389610080587	1	1	1	1	1	1	1	0.425795195761287	1.34831936083768	1	0.678321877529524	0.72639349325271	1	1	1	0.67085597191345	1	1	1	1.35495800480234	1	0.456984151840625	0.6578960895863	1	0.60117495313074	1	1	0.728988053725758	1	0.627143301147585	1	1	1	1	1	0.692720706421171
CDA	1	1	0.579530465937452	1	0.263649661460763	0.732647968488651	1	1	1	1	1	1	1	1	0.722733769637907	1	1	1	1	0.614419199466222	1	0.721818447090151	0.554440119953447	0.418967949004782	1	1	1	1	1	1	0.520273213010523	1	1	1	1	1	1	1	1.32636807487926	1	0.679004999148012	1.24064216935745	1	0.704975342565305	1	1	0.689746509759347	1	1.27986685863741	1	1	1	1	0.492755015246432	1	1	0.633418421997268	1	1	0.742142867702401	1	1	0.610011733868757	1	1	1	0.725616885536178	0.712942715975462	1	1	0.743734246062752	1	0.696031351045069	1	0.619044793709396	1	1	1	1	1	1	1	0.735700506520384	1	0.641772168609231	0.729560353215977	1	0.660634343276021	1	1	1	1	1	1	1	0.729262847105866	1	1	1	1	1	1	1	0.433307247086822	1.35384677586689	1	0.673013825862408	0.733823676181717	1	1	1	0.669759638501076	1	1	1	1.34397364112775	1	0.455802218460791	0.657072313613884	1	0.595359546447378	1	1	0.72391906901683	1	0.631088345423805	1	1	1	1	1	0.686650182961509
DDOST	1	1	0.56908000877807	1	0.266639937324668	0.736364271341242	1	1	1	1	0.748015398186645	1	1	1	0.72053517544152	1	1	1	1	0.612237377103978	1	0.725270979484821	0.550377189307617	0.416322931144697	1	1	1	1	1	1	0.525384461433368	1	1	1	1	1	0.747276996955819	1	1.31684934100271	1	0.683349523279883	1.23534072119465	1	0.700641749582934	1	1	0.692408212162337	1	1.27148455933813	1	1	1	1	0.495641928461386	1	1	0.633247462534141	1	1	0.743687748116468	1	1	0.601492013860146	1	1	1	0.709230619123048	0.699036657423017	1	0.750697533845671	0.737951846916042	1	0.691815291774468	1	0.611826253506282	1	1	1	1	1	1	1	0.725541338053092	1	0.62429476788776	0.726850753543054	1	0.658051841926344	1	1	1	1	1	1	1	0.737586481209101	1	1	1	1	1	1	1	0.438685176513328	1.35749666607564	1	0.665418985557483	0.73818621847931	1	1	1	0.665619450902741	1	1	1	1.33159817526876	1	0.452461552808489	0.655143257492611	1	0.590430007534862	1	1	0.720930964248561	1	0.631906022375449	1	1	1	1	1	0.67934777506507
HP1BP3	1	1	0.559152557753435	1	0.269618247788658	0.738398463534577	1	1	1	1	0.74214967410286	1	1	1	0.718715172878305	1	1	1	1	0.610119260919268	1	0.727302887896857	0.546561961122451	0.413982579847657	1	1	1	1	1	1	0.529205485991143	1	1	1	1	1	0.733196914553321	1	1.31002573995477	1	0.686210192561378	1	1	0.694458545864615	1	1	0.693246256698219	1	1.26186290288294	1	1	1	1	0.498809529211942	1	1	0.631637870801306	1	1	0.746533507552617	1	1	0.593403283540135	1	1	1	0.693462548234028	0.685679387284183	1	0.742905801209388	0.732675296926013	1	0.6865016341002	1	0.605114454313602	1	1	1	1	1	1	1	0.716132567483004	1	0.60738055150962	0.724720052545355	1	0.653960812911911	1	1	1	1	1	1	1	0.744394361426783	1	1	1	1	1	1	1	0.444171796585655	1.35965013802317	1	0.658069716583844	0.746149456182158	1	1	1	0.662018782658632	1	1	1	1.31982604552738	1	0.449082499259938	0.653847090465607	1	0.585984586128742	1	1	0.718510040200859	1	0.636512203012555	1	1	1	1	1	0.672750234648434
